Tipo da Entrada;Nome do Algoritmo;Tamanho da Entrada;Tempo de Execucao(ms);Tempo CPU(ms); Trocas; Comparacoes
2_0;Shell Sort;700;0.013000;0.012000;0;5606
3_0;Insertion Sort;700;0.578000;0.576000;0;244650
3_0;Selection Sort;700;0.482000;0.483000;350;244650
3_0;Merge Sort;700;0.045000;0.045000;0;3172
3_0;Quick Sort;700;0.703000;0.703000;122500;244650
3_0;Shell Sort;700;0.026000;0.026000;2920;7839
4_12;Insertion Sort;700;0.075000;0.074600;0;29105
4_12;Selection Sort;700;0.472800;0.472000;84;244650
4_12;Merge Sort;700;0.053400;0.053400;0;5465
4_12;Quick Sort;700;0.060600;0.060600;8583;14962
4_12;Shell Sort;700;0.055200;0.054800;3092;8615
1_0;Insertion Sort;800;0.368000;0.367600;0;161162
1_0;Selection Sort;800;0.600400;0.600400;792;319600
1_0;Merge Sort;800;0.076800;0.076400;0;6729
1_0;Quick Sort;800;0.051600;0.051800;4351;7921
1_0;Shell Sort;800;0.089600;0.089600;6958;12973
2_0;Insertion Sort;800;0.006000;0.002000;0;799
2_0;Selection Sort;800;0.606000;0.606000;0;319600
2_0;Merge Sort;800;0.049000;0.049000;0;4048
2_0;Quick Sort;800;1.237000;1.236000;319600;319600
2_0;Shell Sort;800;0.014000;0.014000;0;6403
3_0;Insertion Sort;800;0.742000;0.740000;0;319600
3_0;Selection Sort;800;0.606000;0.606000;400;319600
3_0;Merge Sort;800;0.050000;0.049000;0;3728
3_0;Quick Sort;800;0.920000;0.919000;160000;319600
3_0;Shell Sort;800;0.030000;0.029000;3280;8888
4_16;Insertion Sort;800;0.145800;0.145200;0;58887
4_16;Selection Sort;800;0.612800;0.612400;128;319600
4_16;Merge Sort;800;0.059400;0.059400;0;6422
4_16;Quick Sort;800;0.072000;0.071600;11987;16938
4_16;Shell Sort;800;0.073600;0.073200;4928;11189
1_0;Insertion Sort;900;0.462200;0.462000;0;204328
1_0;Selection Sort;900;0.743800;0.743400;892;404550
1_0;Merge Sort;900;0.083600;0.083600;0;7725
1_0;Quick Sort;900;0.065800;0.064400;5505;9439
1_0;Shell Sort;900;0.106400;0.106200;8404;15130
2_0;Insertion Sort;900;0.004000;0.003000;0;899
2_0;Selection Sort;900;0.784000;0.784000;0;404550
2_0;Merge Sort;900;0.056000;0.055000;0;4572
2_0;Quick Sort;900;1.675000;1.674000;404550;404550
2_0;Shell Sort;900;0.015000;0.015000;0;7204
3_0;Insertion Sort;900;0.944000;0.943000;0;404550
3_0;Selection Sort;900;0.774000;0.774000;450;404550
3_0;Merge Sort;900;0.056000;0.056000;0;4304
3_0;Quick Sort;900;1.290000;1.289000;202500;404550
3_0;Shell Sort;900;0.043000;0.043000;4180;10493
4_13;Insertion Sort;900;0.146400;0.142200;0;54358
4_13;Selection Sort;900;0.758600;0.758000;117;404550
4_13;Merge Sort;900;0.078800;0.078600;0;7202
4_13;Quick Sort;900;0.059800;0.059800;6608;12971
4_13;Shell Sort;900;0.086600;0.086600;5997;13078
1_0;Insertion Sort;1000;0.619400;0.618800;0;250768
1_0;Selection Sort;1000;0.955200;0.955200;990;499500
1_0;Merge Sort;1000;0.099200;0.098800;0;8716
1_0;Quick Sort;1000;0.069400;0.069000;6359;13264
1_0;Shell Sort;1000;0.107000;0.107200;7148;14660
2_0;Insertion Sort;1000;0.005000;0.003000;0;999
2_0;Selection Sort;1000;0.893000;0.892000;0;499500
2_0;Merge Sort;1000;0.065000;0.065000;0;5044
2_0;Quick Sort;1000;1.994000;1.995000;499500;499500
2_0;Shell Sort;1000;0.018000;0.018000;0;8006
3_0;Insertion Sort;1000;1.192000;1.190000;0;499500
3_0;Selection Sort;1000;0.952000;0.952000;500;499500
3_0;Merge Sort;1000;0.090000;0.091000;0;4932
3_0;Quick Sort;1000;1.440000;1.440000;250000;499500
3_0;Shell Sort;1000;0.047000;0.047000;4700;11716
4_90;Insertion Sort;1000;0.537000;0.536600;0;230270
4_90;Selection Sort;1000;0.929800;0.929400;785;499500
4_90;Merge Sort;1000;0.097600;0.097000;0;8678
4_90;Quick Sort;1000;0.071000;0.070400;6697;11407
4_90;Shell Sort;1000;0.107800;0.107200;7885;15437
1_0;Insertion Sort;2000;2.405400;2.398800;0;1014840
1_0;Selection Sort;2000;3.667400;3.657600;1988;1999000
1_0;Merge Sort;2000;0.210800;0.210800;0;19426
1_0;Quick Sort;2000;0.174800;0.174400;12416;23328
1_0;Shell Sort;2000;0.311800;0.308800;18954;35942
2_0;Insertion Sort;2000;0.008000;0.006000;0;1999
2_0;Selection Sort;2000;3.191000;3.191000;0;1999000
2_0;Merge Sort;2000;0.139000;0.139000;0;11088
2_0;Quick Sort;2000;9.314000;9.312000;1999000;1999000
2_0;Shell Sort;2000;0.053000;0.053000;0;18006
3_0;Insertion Sort;2000;4.540000;4.525000;0;1999000
3_0;Selection Sort;2000;3.724000;3.723000;1000;1999000
3_0;Merge Sort;2000;0.137000;0.138000;0;10864
3_0;Quick Sort;2000;6.598000;6.573000;1000000;1999000
3_0;Shell Sort;2000;0.112000;0.096000;10400;26416
4_83;Insertion Sort;2000;1.914400;1.911600;0;847404
4_83;Selection Sort;2000;3.657200;3.656800;1517;1999000
4_83;Merge Sort;2000;0.209200;0.209000;0;19352
4_83;Quick Sort;2000;0.154800;0.154800;14523;26235
4_83;Shell Sort;2000;0.246400;0.246400;17687;34862
1_0;Insertion Sort;3000;5.056200;5.053400;0;2201682
1_0;Selection Sort;3000;8.432400;8.431800;2989;4498500
1_0;Merge Sort;3000;0.351600;0.351000;0;30947
1_0;Quick Sort;3000;0.256600;0.256200;20517;39735
1_0;Shell Sort;3000;0.457000;0.456600;30039;58510
2_0;Insertion Sort;3000;0.016000;0.010000;0;2999
2_0;Selection Sort;3000;8.209000;8.209000;0;4498500
2_0;Merge Sort;3000;0.205000;0.205000;0;18076
2_0;Quick Sort;3000;17.209000;17.204000;4498500;4498500
2_0;Shell Sort;3000;0.068000;0.068000;0;30007
3_0;Insertion Sort;3000;10.185000;10.181000;0;4498500
3_0;Selection Sort;3000;8.479000;8.478000;1500;4498500
3_0;Merge Sort;3000;0.240000;0.239000;0;16828
3_0;Quick Sort;3000;12.817000;12.816000;2250000;4498500
3_0;Shell Sort;3000;0.155000;0.154000;15692;42714
4_30;Insertion Sort;3000;2.783400;2.782800;0;1222864
4_30;Selection Sort;3000;7.643400;7.641000;899;4498500
4_30;Merge Sort;3000;0.270600;0.270800;0;30526
4_30;Quick Sort;3000;0.251600;0.251200;31155;50805
4_30;Shell Sort;3000;0.408400;0.408200;26777;55927
1_0;Insertion Sort;4000;8.599800;8.599400;0;3913658
1_0;Selection Sort;4000;13.688200;13.687800;3993;7998000
1_0;Merge Sort;4000;0.444800;0.444600;0;42837
1_0;Quick Sort;4000;0.334800;0.333400;28181;53379
1_0;Shell Sort;4000;0.588000;0.587400;46731;84764
2_0;Insertion Sort;4000;0.016000;0.013000;0;3999
2_0;Selection Sort;4000;14.047000;14.046000;0;7998000
2_0;Merge Sort;4000;0.296000;0.296000;0;24176
2_0;Quick Sort;4000;30.623000;30.613000;7998000;7998000
2_0;Shell Sort;4000;0.089000;0.088000;0;40006
3_0;Insertion Sort;4000;17.501000;17.498000;0;7998000
3_0;Selection Sort;4000;14.822000;14.822000;2000;7998000
3_0;Merge Sort;4000;0.322000;0.321000;0;23728
3_0;Quick Sort;4000;22.816000;22.815000;4000000;7998000
3_0;Shell Sort;4000;0.225000;0.225000;22800;58816
4_90;Insertion Sort;4000;7.697000;7.696200;0;3523551
4_90;Selection Sort;4000;13.594200;13.593800;3200;7998000
4_90;Merge Sort;4000;0.439600;0.439800;0;42864
4_90;Quick Sort;4000;0.324600;0.324400;30555;56589
4_90;Shell Sort;4000;0.603200;0.602600;46552;84788
1_0;Insertion Sort;5000;13.540000;13.539000;0;6206794
1_0;Selection Sort;5000;21.485400;21.484600;4993;12497500
1_0;Merge Sort;5000;0.628400;0.628000;0;55275
1_0;Quick Sort;5000;0.442400;0.442400;35933;70918
1_0;Shell Sort;5000;0.776600;0.776200;59707;112204
2_0;Insertion Sort;5000;0.017000;0.015000;0;4999
2_0;Selection Sort;5000;22.788000;22.787000;0;12497500
2_0;Merge Sort;5000;0.356000;0.356000;0;32004
2_0;Quick Sort;5000;48.697000;48.689000;12497500;12497500
2_0;Shell Sort;5000;0.122000;0.122000;0;55005
3_0;Insertion Sort;5000;28.467000;28.465000;0;12497500
3_0;Selection Sort;5000;23.530000;23.529000;2500;12497500
3_0;Merge Sort;5000;0.359000;0.359000;0;29804
3_0;Quick Sort;5000;36.096000;36.096000;6250000;12497500
3_0;Shell Sort;5000;0.240000;0.239000;28780;78798
4_43;Insertion Sort;5000;10.062400;10.061800;0;4174461
4_43;Selection Sort;5000;21.255800;21.254800;2148;12497500
4_43;Merge Sort;5000;0.519600;0.519600;0;54904
4_43;Quick Sort;5000;0.444400;0.444200;42117;79263
4_43;Shell Sort;5000;0.739400;0.738600;54282;107650
1_0;Insertion Sort;6000;19.794600;19.791800;0;9003101
1_0;Selection Sort;6000;30.419000;30.416800;5991;17997000
1_0;Merge Sort;6000;0.680600;0.680800;0;67853
1_0;Quick Sort;6000;0.510200;0.509800;43087;86647
1_0;Shell Sort;6000;1.000000;0.999600;78699;141620
2_0;Insertion Sort;6000;0.020000;0.017000;0;5999
2_0;Selection Sort;6000;30.964000;30.963000;0;17997000
2_0;Merge Sort;6000;0.432000;0.432000;0;39152
2_0;Quick Sort;6000;72.251000;72.250000;17997000;17997000
2_0;Shell Sort;6000;0.143000;0.143000;0;66007
3_0;Insertion Sort;6000;42.463000;42.459000;0;17997000
3_0;Selection Sort;6000;33.918000;33.918000;3000;17997000
3_0;Merge Sort;6000;0.432000;0.432000;0;36656
3_0;Quick Sort;6000;50.511000;50.511000;9000000;17997000
3_0;Shell Sort;6000;0.298000;0.297000;34384;94406
4_68;Insertion Sort;6000;15.951800;15.947600;0;7176381
4_68;Selection Sort;6000;29.988600;29.988000;3974;17997000
4_68;Merge Sort;6000;0.688000;0.687600;0;67710
4_68;Quick Sort;6000;0.529200;0.528800;42920;85648
4_68;Shell Sort;6000;0.996000;0.995200;72576;136204
1_0;Insertion Sort;7000;27.448400;27.445200;0;12202846
1_0;Selection Sort;7000;41.735400;41.732800;6988;24496500
1_0;Merge Sort;7000;0.804600;0.804800;0;80712
1_0;Quick Sort;7000;0.661400;0.660800;54400;99240
1_0;Shell Sort;7000;1.149200;1.148800;89190;162551
2_0;Insertion Sort;7000;0.024000;0.021000;0;6999
2_0;Selection Sort;7000;42.065000;42.064000;0;24496500
2_0;Merge Sort;7000;0.528000;0.528000;0;46180
2_0;Quick Sort;7000;96.825000;96.814000;24496500;24496500
2_0;Shell Sort;7000;0.167000;0.167000;0;77007
3_0;Insertion Sort;7000;54.899000;54.887000;0;24496500
3_0;Selection Sort;7000;44.474000;44.474000;3500;24496500
3_0;Merge Sort;7000;0.513000;0.512000;0;43628
3_0;Quick Sort;7000;70.157000;70.157000;12250000;24496500
3_0;Shell Sort;7000;0.346000;0.347000;39420;109444
4_68;Insertion Sort;7000;22.218600;22.218000;0;9956239
4_68;Selection Sort;7000;41.649400;41.648400;4636;24496500
4_68;Merge Sort;7000;0.773800;0.773200;0;80593
4_68;Quick Sort;7000;0.643800;0.643600;63766;106499
4_68;Shell Sort;7000;1.119400;1.119400;85052;159172
1_0;Insertion Sort;8000;35.624000;35.623600;0;16291765
1_0;Selection Sort;8000;52.950200;52.949800;7998;31996000
1_0;Merge Sort;8000;0.936200;0.936200;0;93647
1_0;Quick Sort;8000;0.758400;0.758200;67519;116988
1_0;Shell Sort;8000;1.429400;1.429000;122316;206252
2_0;Insertion Sort;8000;0.027000;0.024000;0;7999
2_0;Selection Sort;8000;56.512000;56.511000;0;31996000
2_0;Merge Sort;8000;0.640000;0.640000;0;52352
2_0;Quick Sort;8000;122.450000;122.449000;31996000;31996000
2_0;Shell Sort;8000;0.184000;0.183000;0;88006
3_0;Insertion Sort;8000;71.047000;71.045000;0;31996000
3_0;Selection Sort;8000;57.786000;57.785000;4000;31996000
3_0;Merge Sort;8000;0.610000;0.610000;0;51456
3_0;Quick Sort;8000;91.204000;91.203000;16000000;31996000
3_0;Shell Sort;8000;0.393000;0.393000;49600;129616
4_49;Insertion Sort;8000;24.753400;24.752200;0;11430497
4_49;Selection Sort;8000;52.134200;52.133400;3920;31996000
4_49;Merge Sort;8000;0.852600;0.852600;0;92984
4_49;Quick Sort;8000;0.757600;0.757000;77247;136368
4_49;Shell Sort;8000;1.385400;1.385400;119102;204271
1_0;Insertion Sort;9000;44.498600;44.495600;0;20579506
1_0;Selection Sort;9000;66.776600;66.775800;8988;40495500
1_0;Merge Sort;9000;1.133600;1.133000;0;106954
1_0;Quick Sort;9000;0.848600;0.848200;72972;130620
1_0;Shell Sort;9000;1.510800;1.510400;122878;226111
2_0;Insertion Sort;9000;0.043000;0.040000;0;8999
2_0;Selection Sort;9000;71.719000;71.705000;0;40495500
2_0;Merge Sort;9000;0.657000;0.657000;0;60796
2_0;Quick Sort;9000;154.977000;154.954000;40495500;40495500
2_0;Shell Sort;9000;0.232000;0.231000;0;108005
3_0;Insertion Sort;9000;93.932000;93.929000;0;40495500
3_0;Selection Sort;9000;75.608000;75.607000;4500;40495500
3_0;Merge Sort;9000;0.646000;0.646000;0;57820
3_0;Quick Sort;9000;113.103000;113.099000;20250000;40495500
3_0;Shell Sort;9000;0.508000;0.508000;57180;156200
4_31;Insertion Sort;9000;24.191200;24.190000;0;10964365
4_31;Selection Sort;9000;66.335200;66.334400;2790;40495500
4_31;Merge Sort;9000;0.926600;0.926200;0;105781
4_31;Quick Sort;9000;0.793600;0.793000;73679;161190
4_31;Shell Sort;9000;1.478600;1.478200;119372;224902
1_0;Insertion Sort;10000;54.642800;54.642000;0;24703964
1_0;Selection Sort;10000;84.172400;84.170200;9985;49995000
1_0;Merge Sort;10000;1.213000;1.212400;0;120438
1_0;Quick Sort;10000;0.988600;0.987800;84460;160979
1_0;Shell Sort;10000;1.799400;1.799000;147293;262225
2_0;Insertion Sort;10000;0.032000;0.029000;0;9999
2_0;Selection Sort;10000;84.995000;84.991000;0;49995000
2_0;Merge Sort;10000;0.737000;0.737000;0;69008
2_0;Quick Sort;10000;190.687000;190.685000;49995000;49995000
2_0;Shell Sort;10000;0.255000;0.254000;0;120005
3_0;Insertion Sort;10000;111.745000;111.742000;0;49995000
3_0;Selection Sort;10000;89.685000;89.683000;5000;49995000
3_0;Merge Sort;10000;0.721000;0.721000;0;64608
3_0;Quick Sort;10000;139.439000;139.438000;25000000;49995000
3_0;Shell Sort;10000;0.497000;0.496000;62560;172578
4_84;Insertion Sort;10000;47.798000;47.795800;0;21734004
4_84;Selection Sort;10000;83.629800;83.628800;7647;49995000
4_84;Merge Sort;10000;1.171200;1.170800;0;120352
4_84;Quick Sort;10000;0.986000;0.985600;102412;174155
4_84;Shell Sort;10000;1.874800;1.874800;154169;269772
1_0;Insertion Sort;20000;217.103600;217.095200;0;99902601
1_0;Selection Sort;20000;325.949400;325.937200;19989;199990000
1_0;Merge Sort;20000;2.634400;2.634400;0;261000
1_0;Quick Sort;20000;2.040600;2.040000;171737;330189
1_0;Shell Sort;20000;4.039600;4.039400;363437;613379
2_0;Insertion Sort;20000;0.061000;0.059000;0;19999
2_0;Selection Sort;20000;327.835000;327.833000;0;199990000
2_0;Merge Sort;20000;1.514000;1.514000;0;148016
2_0;Quick Sort;20000;775.364000;775.357000;199990000;199990000
2_0;Shell Sort;20000;0.553000;0.552000;0;260005
3_0;Insertion Sort;20000;433.240000;433.235000;0;199990000
3_0;Selection Sort;20000;354.981000;354.968000;10000;199990000
3_0;Merge Sort;20000;1.546000;1.546000;0;139216
3_0;Quick Sort;20000;556.969000;556.959000;100000000;199990000
3_0;Shell Sort;20000;1.318000;1.318000;135120;375138
4_47;Insertion Sort;20000;149.017200;149.010800;0;68658116
4_47;Selection Sort;20000;329.288000;329.278600;9397;199990000
4_47;Merge Sort;20000;2.308200;2.307800;0;260111
4_47;Quick Sort;20000;2.029800;2.029200;198913;374404
4_47;Shell Sort;20000;3.863200;3.863000;339175;592344
1_0;Insertion Sort;30000;486.901000;486.880400;0;224947052
1_0;Selection Sort;30000;726.719000;726.704400;29986;449985000
1_0;Merge Sort;30000;4.086800;4.086600;0;408452
1_0;Quick Sort;30000;3.276600;3.276400;282821;532346
1_0;Shell Sort;30000;6.064800;6.064400;549674;924493
2_0;Insertion Sort;30000;0.089000;0.087000;0;29999
2_0;Selection Sort;30000;749.847000;749.827000;0;449985000
2_0;Merge Sort;30000;2.429000;2.428000;0;227728
2_0;Quick Sort;30000;1770.764000;1770.740000;449985000;449985000
2_0;Shell Sort;30000;0.833000;0.832000;0;390007
3_0;Insertion Sort;30000;973.635000;973.610000;0;449985000
3_0;Selection Sort;30000;796.090000;796.078000;15000;449985000
3_0;Merge Sort;30000;2.427000;2.427000;0;219504
3_0;Quick Sort;30000;1273.443000;1273.431000;225000000;449985000
3_0;Shell Sort;30000;1.843000;1.842000;206992;567016
4_52;Insertion Sort;30000;357.743800;357.732200;0;164648435
4_52;Selection Sort;30000;730.286800;730.262400;15594;449985000
4_52;Merge Sort;30000;3.738800;3.738400;0;407282
4_52;Quick Sort;30000;3.205000;3.205000;300367;567515
4_52;Shell Sort;30000;6.240600;6.240000;541526;920412
1_0;Insertion Sort;40000;855.687200;855.659400;0;398524718
1_0;Selection Sort;40000;1283.302400;1283.282200;39986;799980000
1_0;Merge Sort;40000;6.496400;6.494800;0;561907
1_0;Quick Sort;40000;5.053800;5.052000;374138;727659
1_0;Shell Sort;40000;9.445600;9.445200;966506;1506520
2_0;Insertion Sort;40000;0.116000;0.113000;0;39999
2_0;Selection Sort;40000;1349.364000;1349.286000;0;799980000
2_0;Merge Sort;40000;3.334000;3.334000;0;316032
2_0;Quick Sort;40000;3100.324000;3100.198000;799980000;799980000
2_0;Shell Sort;40000;1.158000;1.157000;0;560005
3_0;Insertion Sort;40000;1781.453000;1781.326000;0;799980000
3_0;Selection Sort;40000;1447.511000;1447.467000;20000;799980000
3_0;Merge Sort;40000;3.272000;3.272000;0;298432
3_0;Quick Sort;40000;2240.195000;2240.142000;400000000;799980000
3_0;Shell Sort;40000;2.512000;2.512000;290240;810258
4_25;Insertion Sort;40000;419.953200;419.927000;0;189501653
4_25;Selection Sort;40000;1339.201800;1339.151200;10000;799980000
4_25;Merge Sort;40000;4.583600;4.582800;0;554795
4_25;Quick Sort;40000;5.983800;5.983400;886977;1386982
4_25;Shell Sort;40000;8.493000;8.493000;765694;1316171
1_0;Insertion Sort;50000;1339.884400;1339.834400;0;625341741
1_0;Selection Sort;50000;1997.391600;1997.340200;49986;1249975000
1_0;Merge Sort;50000;7.010600;7.009800;0;718328
1_0;Quick Sort;50000;5.548800;5.548400;512507;934461
1_0;Shell Sort;50000;11.688800;11.688600;1166118;1840489
2_0;Insertion Sort;50000;0.144000;0.143000;0;49999
2_0;Selection Sort;50000;2053.989000;2053.939000;0;1249975000
2_0;Merge Sort;50000;3.976000;3.976000;0;401952
2_0;Quick Sort;50000;4846.191000;4846.029000;1249975000;1249975000
2_0;Shell Sort;50000;1.459000;1.458000;0;700006
3_0;Insertion Sort;50000;2713.060000;2712.955000;0;1249975000
3_0;Selection Sort;50000;2266.725000;2266.682000;25000;1249975000
3_0;Merge Sort;50000;4.145000;4.145000;0;382512
3_0;Quick Sort;50000;3540.170000;3540.022000;625000000;1249975000
3_0;Shell Sort;50000;3.323000;3.323000;397280;1047305
4_53;Insertion Sort;50000;1017.976000;1017.947800;0;452083713
4_53;Selection Sort;50000;2055.747800;2055.700200;26468;1249975000
4_53;Merge Sort;50000;6.470800;6.470800;0;716043
4_53;Quick Sort;50000;5.754000;5.754000;547439;1061027
4_53;Shell Sort;50000;11.666400;11.664800;1140550;1822328
1_0;Insertion Sort;60000;1921.441000;1921.354000;0;902945592
1_0;Selection Sort;60000;2909.947600;2909.855200;59987;1799970000
1_0;Merge Sort;60000;9.098400;9.098000;0;877323
1_0;Quick Sort;60000;7.179200;7.178600;653936;1166793
1_0;Shell Sort;60000;14.037600;14.036800;1347482;2157016
2_0;Insertion Sort;60000;0.167000;0.166000;0;59999
2_0;Selection Sort;60000;2976.195000;2976.158000;0;1799970000
2_0;Merge Sort;60000;4.860000;4.860000;0;485456
2_0;Quick Sort;60000;6939.361000;6939.203000;1799970000;1799970000
2_0;Shell Sort;60000;1.800000;1.800000;0;840007
3_0;Insertion Sort;60000;3960.439000;3960.360000;0;1799970000
3_0;Selection Sort;60000;3285.463000;3285.396000;30000;1799970000
3_0;Merge Sort;60000;5.635000;5.634000;0;469008
3_0;Quick Sort;60000;5018.972000;5018.856000;900000000;1799970000
3_0;Shell Sort;60000;3.764000;3.763000;443984;1224008
4_71;Insertion Sort;60000;1577.973800;1577.942800;0;736723745
4_71;Selection Sort;60000;2910.032400;2909.992600;41127;1799970000
4_71;Merge Sort;60000;8.067600;8.067000;0;875758
4_71;Quick Sort;60000;6.850600;6.849400;634875;1179047
4_71;Shell Sort;60000;14.372000;14.371600;1398617;2214114
1_0;Insertion Sort;70000;2602.924600;2602.842800;0;1221558440
1_0;Selection Sort;70000;3941.035400;3940.946600;69988;2449965000
1_0;Merge Sort;70000;10.300600;10.300000;0;1038953
1_0;Quick Sort;70000;8.478000;8.475200;772476;1412121
1_0;Shell Sort;70000;17.004800;17.002000;1756872;2771165
2_0;Insertion Sort;70000;0.208000;0.206000;0;69999
2_0;Selection Sort;70000;4067.514000;4067.444000;0;2449965000
2_0;Merge Sort;70000;6.045000;6.043000;0;573728
2_0;Quick Sort;70000;9324.858000;9324.629000;2449965000;2449965000
2_0;Shell Sort;70000;2.137000;2.138000;0;1050006
3_0;Insertion Sort;70000;5233.894000;5233.807000;0;2449965000
3_0;Selection Sort;70000;4341.564000;4341.439000;35000;2449965000
3_0;Merge Sort;70000;5.803000;5.803000;0;555200
3_0;Quick Sort;70000;6911.039000;6910.706000;1225000000;2449965000
3_0;Shell Sort;70000;4.465000;4.465000;501072;1481101
4_84;Insertion Sort;70000;2261.418000;2261.358600;0;1056884278
4_84;Selection Sort;70000;3972.971800;3972.866200;53591;2449965000
4_84;Merge Sort;70000;10.328800;10.323200;0;1038033
4_84;Quick Sort;70000;8.217600;8.215000;766907;1402947
4_84;Shell Sort;70000;17.176000;17.174600;1607103;2626635
1_0;Insertion Sort;80000;3487.570000;3487.188400;0;1597797335
1_0;Selection Sort;80000;5149.252000;5149.164800;79987;3199960000
1_0;Merge Sort;80000;12.004600;12.002000;0;1203735
1_0;Quick Sort;80000;9.456800;9.456600;828816;1565816
1_0;Shell Sort;80000;21.054600;21.052600;2214157;3374191
2_0;Insertion Sort;80000;0.229000;0.227000;0;79999
2_0;Selection Sort;80000;5294.764000;5294.618000;0;3199960000
2_0;Merge Sort;80000;6.642000;6.641000;0;672064
2_0;Quick Sort;80000;12398.844000;12398.456000;3199960000;3199960000
2_0;Shell Sort;80000;2.497000;2.496000;0;1200005
3_0;Insertion Sort;80000;6906.624000;6906.384000;0;3199960000
3_0;Selection Sort;80000;5747.505000;5747.387000;40000;3199960000
3_0;Merge Sort;80000;6.655000;6.655000;0;636864
3_0;Quick Sort;80000;8937.454000;8937.273000;1600000000;3199960000
3_0;Shell Sort;80000;5.753000;5.752000;620480;1740498
4_64;Insertion Sort;80000;2744.915800;2744.857400;0;1259665824
4_64;Selection Sort;80000;5256.518200;5256.405400;50553;3199960000
4_64;Merge Sort;80000;10.810800;10.809600;0;1202138
4_64;Quick Sort;80000;8.979600;8.979000;828382;1556423
4_64;Shell Sort;80000;21.663200;21.660600;2162129;3331179
1_0;Insertion Sort;90000;4471.561800;4471.391400;0;2021685055
1_0;Selection Sort;90000;6586.582200;6586.055600;89986;4049955000
1_0;Merge Sort;90000;13.216800;13.216200;0;1369812
1_0;Quick Sort;90000;10.648200;10.647600;952251;1784710
1_0;Shell Sort;90000;23.016800;23.015800;2243973;3548241
2_0;Insertion Sort;90000;0.248000;0.244000;0;89999
2_0;Selection Sort;90000;6652.316000;6652.170000;0;4049955000
2_0;Merge Sort;90000;7.471000;7.471000;0;765248
2_0;Quick Sort;90000;15812.084000;15811.578000;4049955000;4049955000
2_0;Shell Sort;90000;2.795000;2.795000;0;1350009
3_0;Insertion Sort;90000;8749.634000;8749.245000;0;4049955000
3_0;Selection Sort;90000;7037.661000;7037.511000;45000;4049955000
3_0;Merge Sort;90000;7.445000;7.445000;0;723680
3_0;Quick Sort;90000;11062.606000;11062.396000;2025000000;4049955000
3_0;Shell Sort;90000;6.216000;6.216000;686240;1946275
4_44;Insertion Sort;90000;2848.921400;2848.862800;0;1353456387
4_44;Selection Sort;90000;6462.959600;6462.816800;39600;4049955000
4_44;Merge Sort;90000;11.295400;11.295600;0;1364712
4_44;Quick Sort;90000;12.054000;12.052200;1461856;2484551
4_44;Shell Sort;90000;22.042600;22.041800;2259248;3579060
1_0;Insertion Sort;100000;5414.992400;5414.799400;0;2508076322
1_0;Selection Sort;100000;8013.936200;8013.777600;99991;704982704
1_0;Merge Sort;100000;14.435000;14.434400;0;1536791
1_0;Quick Sort;100000;11.755000;11.753200;1071157;1986005
1_0;Shell Sort;100000;26.741800;26.741000;2901239;4350493
2_0;Insertion Sort;100000;0.273000;0.270000;0;99999
2_0;Selection Sort;100000;8166.354000;8166.183000;0;704982704
2_0;Merge Sort;100000;8.538000;8.537000;0;853904
2_0;Quick Sort;100000;18855.715000;18855.378000;704982704;704982704
2_0;Shell Sort;100000;2.995000;2.994000;0;1500006
3_0;Insertion Sort;100000;10814.841000;10813.727000;0;704982704
3_0;Selection Sort;100000;8715.464000;8714.666000;50000;704982704
3_0;Merge Sort;100000;8.469000;8.461000;0;815024
3_0;Quick Sort;100000;13813.354000;13812.954000;2500000000;704982704
3_0;Shell Sort;100000;6.615000;6.614000;844560;2244585
4_19;Insertion Sort;100000;2068.715400;2068.666800;0;966738667
4_19;Selection Sort;100000;8281.276200;8280.880800;19000;704982704
4_19;Merge Sort;100000;10.964800;10.964800;0;1510162
4_19;Quick Sort;100000;11.736000;11.735800;1489674;2707456
4_19;Shell Sort;100000;24.770000;24.768000;2684378;4164545
1_0;Insertion Sort;200000;21647.270200;21646.674200;0;1410841762
1_0;Selection Sort;200000;31608.998800;31608.532400;199988;2820030816
1_0;Merge Sort;200000;31.656800;31.655000;0;3272568
1_0;Quick Sort;200000;25.010800;25.010200;2294087;4237559
1_0;Shell Sort;200000;59.676400;59.673600;6954809;10054356
2_0;Insertion Sort;200000;0.604000;0.602000;0;199999
2_0;Selection Sort;200000;32171.560000;32171.140000;0;2820030816
2_0;Merge Sort;200000;17.843000;17.838000;0;1807808
2_0;Quick Sort;200000;75343.504000;75342.009000;2820030816;2820030816
2_0;Shell Sort;200000;6.511000;6.509000;0;3200006
3_0;Insertion Sort;200000;42294.468000;42293.015000;0;2820030816
3_0;Selection Sort;200000;34659.058000;34658.045000;100000;2820030816
3_0;Merge Sort;200000;17.605000;17.604000;0;1730048
3_0;Quick Sort;200000;55234.467000;55232.628000;1410065408;2820030816
3_0;Shell Sort;200000;14.380000;14.379000;1789120;4789145
4_45;Insertion Sort;200000;14489.585400;14489.283200;0;2452299391
4_45;Selection Sort;200000;32378.250800;32376.942800;90000;2820030816
4_45;Merge Sort;200000;27.560000;27.556400;0;3262708
4_45;Quick Sort;200000;24.306600;24.306000;2552090;4553981
4_45;Shell Sort;200000;57.871200;57.869800;6786280;9919835
1_0;Insertion Sort;300000;47455.461400;47454.461600;0;1045674844
1_0;Selection Sort;300000;72968.186000;72966.073200;299984;2050177040
1_0;Merge Sort;300000;50.068400;50.066200;0;5085014
