Tipo da Entrada;Nome do Algoritmo;Tamanho da Entrada;Tempo de Execucao(ms);Tempo CPU(ms); Trocas; Comparacoes
1_0;Quick Sort;300000;40.957000;40.953400;3929301;6981319
1_0;Shell Sort;300000;94.804800;94.798800;9945184;14893327
2_0;Insertion Sort;300000;0.873000;0.869000;0;299999
2_0;Selection Sort;300000;77797.099000;77792.564000;0;2050177040
2_0;Merge Sort;300000;28.320000;28.318000;0;2797264
2_0;Quick Sort;300000;175696.385000;175689.901000;2050177040;2050177040
2_0;Shell Sort;300000;10.154000;10.145000;0;5100008
3_0;Insertion Sort;300000;100426.031000;100422.932000;0;2050177040
3_0;Selection Sort;300000;82671.894000;82669.766000;150000;2050177040
3_0;Merge Sort;300000;28.268000;28.267000;0;2678448
3_0;Quick Sort;300000;128582.305000;128578.278000;1025163520;2050177040
3_0;Shell Sort;300000;23.631000;23.623000;2500880;7300919
4_62;Insertion Sort;300000;39419.662800;39417.226800;0;357056457
4_62;Selection Sort;300000;78170.693800;78167.968800;184166;2050177040
4_62;Merge Sort;300000;48.238600;48.235000;0;5077234
4_62;Quick Sort;300000;42.115400;42.109000;3899756;7537012
4_62;Shell Sort;300000;97.090800;97.088200;10035780;15019368
1_0;Insertion Sort;400000;90149.920800;90146.595600;0;1322744719
1_0;Selection Sort;400000;137024.543800;137019.277000;399985;2690388672
1_0;Merge Sort;400000;68.299800;68.297400;0;6945828
1_0;Quick Sort;400000;54.734200;54.733800;5078565;9469204
1_0;Shell Sort;400000;143.700800;143.696600;16761965;23361416
2_0;Insertion Sort;400000;1.143000;1.141000;0;399999
2_0;Selection Sort;400000;143056.795000;143046.846000;0;2690388672
2_0;Merge Sort;400000;39.334000;39.332000;0;3815616
2_0;Quick Sort;400000;326575.132000;326558.349000;2690388672;2690388672
2_0;Shell Sort;400000;13.940000;13.938000;0;6800006
3_0;Insertion Sort;400000;178786.980000;178776.685000;0;2690388672
3_0;Selection Sort;400000;146853.089000;146848.422000;200000;2690388672
3_0;Merge Sort;400000;36.746000;36.745000;0;3660096
3_0;Quick Sort;400000;230186.676000;230176.894000;1345294336;2690388672
3_0;Shell Sort;400000;32.274000;32.265000;3778240;10178265
4_49;Insertion Sort;400000;64139.245800;64135.686200;0;2309156816
4_49;Selection Sort;400000;133638.882600;133633.912200;195998;2690388672
4_49;Merge Sort;400000;58.155800;58.145800;0;6927668
4_49;Quick Sort;400000;50.269600;50.265600;5153957;9905539
4_49;Shell Sort;400000;130.458600;130.442000;15918544;22580422
1_0;Insertion Sort;500000;132417.457400;132413.242800;0;2452536041
1_0;Selection Sort;500000;201542.804200;201536.133200;499989;445698416
1_0;Merge Sort;500000;86.053400;86.051000;0;8837375
1_0;Quick Sort;500000;69.061800;69.056600;6139362;11419401
1_0;Shell Sort;500000;187.001600;186.991600;21544116;29791761
2_0;Insertion Sort;500000;1.421000;1.418000;0;499999
2_0;Selection Sort;500000;208430.934000;208425.124000;0;445698416
2_0;Merge Sort;500000;46.528000;46.526000;0;4783216
2_0;Quick Sort;500000;479338.358000;479319.126000;445698416;445698416
2_0;Shell Sort;500000;16.806000;16.794000;0;8500007
3_0;Insertion Sort;500000;266806.204000;266800.553000;0;445698416
3_0;Selection Sort;500000;224156.967000;224148.271000;250000;445698416
3_0;Merge Sort;500000;48.731000;48.730000;0;4692496
3_0;Quick Sort;500000;355661.662000;355646.603000;2370457856;445698416
3_0;Shell Sort;500000;41.075000;41.073000;4428752;12428778
